hybrid,parentA
SPGP0D00460,YOR299W
SPGP0D00470,YOR298C-A
SPGP0D00480,YOR298W
SPGP0D00490,YOR297C
SPGP0D00500,YOR296W
SPGP0D00510,YOR295W
SPGP0D00520,YOR294W
SPGP0D00530,YOR293W
SPGP0D00540,YOR292C
SPGP0D00550,YOR291W
SPGP0D00560,YOR290C
SPGP0D00570,YOR289W
SPGP0D00580,YOR288C
SPGP0D00590,YOR287C
SPGP0D00600,YOR286W
SPGP0D00610,YOR285W
SPGP0D00620,YOR284W
SPGP0D00630,YOR283W
SPGP0D00640,YOR281C
SPGP0D00650,YOR280C
SPGP0D00660,YOR279C
SPGP0D00670,YOR278W
SPGP0D00680,YOR276W
SPGP0D00690,YOR275C
SPGP0D00700,YOR274W
SPGP0D00710,YOR273C
SPGP0D00720,YOR272W
SPGP0D00730,YOR271C
SPGP0D00740,YOR270C
SPGP0D00750,YOR269W
SPGP0D00760,YOR267C
SPGP0D00770,YOR266W
SPGP0D00780,YOR265W
SPGP0D00790,YOR264W
SPGP0D00800,YOR262W
SPGP0D00810,YOR261C
SPGP0D00820,YOR260W
SPGP0D00830,YOR259C
SPGP0D00840,YOR258W
SPGP0D00850,YOR257W
SPGP0D00860,YOR256C
SPGP0D00870,YOR255W
SPGP0D00880,YOR254C
SPGP0D00890,YOR253W
SPGP0D00900,YOR252W
SPGP0D00910,YOR251C
SPGP0D00920,YOR250C
SPGP0D00930,YOR249C
SPGP0D00940,YOR247W
SPGP0D00950,YOR246C
SPGP0D00960,YOR245C
SPGP0D00970,YOR244W
SPGP0D00980,YOR243C
SPGP0D00990,YOR242C
SPGP0D01000,YOR241W
SPGP0D01010,YOR239W
SPGP0D01020,YOR238W
SPGP0D01030,YOR237W
SPGP0D01040,YOR236W
SPGP0D01050,YOR234C
SPGP0D01060,YOR233W
SPGP0D01070,YOR232W
SPGP0D01080,YOR231W
SPGP0D01090,YOR230W
SPGP0D01100,YOR229W
SPGP0D01110,YOR228C
SPGP0D01120,YOR227W
SPGP0D01130,YOR226C
SPGP0D01140,YOR224C
SPGP0D01150,YOR223W
SPGP0D01160,YOR222W
SPGP0D01170,YOR221C
SPGP0D01180,YOR220W
SPGP0D01190,YOR219C
SPGP0D01200,YOR217W
SPGP0D01210,YOR216C
SPGP0D01220,YOR215C
SPGP0D01230,YOR214C
SPGP0D01240,YOR213C
SPGP0D01250,YOR212W
SPGP0D01260,YOR211C
SPGP0D01270,YOR210W
SPGP0D01280,YOR209C
SPGP0D01290,YOR208W
SPGP0D01300,YOR207C
SPGP0D01310,YOR206W
SPGP0D01320,YOR205C
SPGP0D01330,YOR204W
SPGP0D01340,YOR202W
SPGP0D01350,YOR201C
SPGP0D01360,YOR198C
SPGP0D01370,YOR197W
SPGP0D01380,YOR196C
SPGP0D01390,YOR195W
SPGP0D01400,YOR194C
SPGP0D01410,YOR193W
SPGP0D01420,YOR192C
SPGP0D01430,YOR191W
SPGP0D01440,YOR190W
SPGP0D01450,YOR189W
SPGP0D01460,YOR188W
SPGP0D01470,YOR187W
SPGP0D01480,YOR186W
SPGP0D01490,YOR185C
SPGP0D01500,YOR184W
SPGP0D01510,YOR182C
SPGP0D01520,YOR181W
SPGP0D01530,YOR180C
SPGP0D01540,YOR179C
SPGP0D01550,YOR178C
SPGP0D01570,YOR176W
SPGP0D01580,YOR175C
SPGP0D01590,YOR174W
SPGP0D01600,YOR173W
SPGP0D01610,YOR172W
SPGP0D01620,YOR171C
SPGP0D01630,YOR168W
SPGP0D01640,YOR167C
SPGP0D01650,YOR166C
SPGP0D01660,YOR165W
SPGP0D01670,YOR164C
SPGP0D01680,YOR163W
SPGP0D01690,YOR162C
SPGP0D01700,YOR161C
SPGP0D01710,YOR160W
SPGP0D01720,YOR159C
SPGP0D01730,YOR158W
SPGP0D01740,YOR157C
SPGP0D01750,YOR156C
SPGP0D01760,YOR155C
SPGP0D01770,YOR154W
SPGP0D01780,YOR153W
SPGP0D01790,YOR152C
SPGP0D01800,YOR151C
SPGP0D01810,YOR150W
SPGP0D01820,YOR149C
SPGP0D01830,YOR148C
SPGP0D01840,YOR147W
SPGP0D01850,YOR145C
SPGP0D01860,YOR144C
SPGP0D01870,YOR143C
SPGP0D01880,YOR142W
SPGP0D01890,YOR141C
SPGP0D01900,YOR140W
SPGP0D01910,YOR138C
SPGP0D01920,YOR137C
SPGP0D01930,YOR136W
SPGP0D01940,YOR134W
SPGP0D01950,YDR385W
SPGP0D01960,YOR132W
SPGP0D01970,YOR131C
SPGP0D01980,YOR130C
SPGP0D01990,YOR129C
SPGP0D02000,YOR128C
SPGP0D02010,YOR127W
SPGP0D02020,YOR126C
SPGP0D02030,YOR125C
SPGP0D02040,YOR124C
SPGP0D02050,YOR123C
SPGP0D02060,YOR122C
SPGP0D02070,YOR120W
SPGP0D02080,YOR119C
SPGP0D02090,YOR118W
SPGP0D02100,YOR117W
SPGP0D02110,YOR116C
SPGP0D02120,YOR115C
SPGP0D02130,YOR114W
SPGP0D02140,YOR113W
SPGP0D02150,YOR112W
SPGP0D02160,YOR111W
SPGP0D02170,YOR110W
SPGP0D02180,YOR109W
SPGP0D02190,YOR108W
SPGP0D02200,YOR107W
SPGP0D02210,YOR106W
SPGP0D02220,YOR104W
SPGP0D02230,YOR103C
SPGP0D02240,YOR101W
SPGP0D02250,YOR100C
SPGP0D02260,YOR099W
SPGP0D02270,YOR098C
SPGP0D02280,YOR097C
SPGP0D02290,YOR096W
SPGP0D02300,YOR095C
SPGP0D02310,YOR094W
SPGP0D02320,YOR093C
SPGP0D02330,YOR092W
SPGP0D02340,YOR091W
SPGP0D02350,YOR090C
SPGP0D02360,YOR089C
SPGP0D02370,YOR087W
SPGP0D02380,YOR086C
SPGP0D02390,YOR085W
SPGP0D02400,YOR084W
SPGP0D02410,YOR083W
SPGP0D02420,YOR081C
SPGP0D02430,YOR080W
SPGP0D02440,YOR079C
SPGP0D02450,YOR078W
SPGP0D02460,YOR077W
SPGP0D02470,YOR076C
SPGP0D02480,YOR075W
SPGP0D02490,YOR074C
SPGP0D02500,YOR073W
SPGP0D02520,YOR070C
SPGP0D02530,YOR069W
SPGP0D02540,YOR067C
SPGP0D02550,YOR066W
SPGP0D02560,YOR065W
SPGP0D02570,YOR064C
SPGP0D02580,YOR063W
SPGP0D02590,YOR062C
SPGP0D02600,YOR061W
SPGP0D02610,YOR060C
SPGP0D02620,YOR059C
SPGP0D02630,YOR058C
SPGP0D02640,YOR057W
SPGP0D02650,YOR056C
SPGP0D02660,YOR054C
SPGP0D02670,YOR052C
SPGP0D02680,YOR051C
SPGP0D02690,YOR049C
SPGP0D02700,YOR048C
SPGP0D02710,YOR047C
SPGP0D02720,YOR046C
SPGP0D02730,YOR045W
SPGP0D02740,YOR044W
SPGP0D02750,YOR043W
SPGP0D02760,YOR042W
SPGP0D02770,YOR040W
SPGP0D02780,YOR039W
SPGP0D02790,YOR038C
SPGP0D02800,YOR037W
SPGP0D02810,YOR036W
SPGP0D02820,YOR035C
SPGP0D02830,YOR034C
SPGP0D02840,YOR033C
SPGP0D02850,YOR032C
SPGP0D02860,YOR031W
SPGP0D02870,YOR030W
SPGP0D02880,YOR028C
SPGP0D02890,YOR027W
SPGP0D02900,YOR026W
SPGP0D02910,YOR025W
SPGP0D02920,YOR023C
SPGP0D02930,YOR022C
SPGP0D02940,YOR021C
SPGP0D02950,YOR020W-A
SPGP0D02960,YOR020C
SPGP0D02970,YOR019W
SPGP0D02980,YOR018W
SPGP0D03020,YOR013W
SPGP0D03060,YOR008C
SPGP0D03080,YOR006C
SPGP0D03100,YOR004W
SPGP0D03140,YOL001W
SPGP0D03160,YOL003C
SPGP0D03180,YOL005C
SPGP0D03200,YOL007C
SPGP0D03210,YOL008W
SPGP0D03230,YOL010W
SPGP0D03270,YOL014W
SPGP0D03280,YOL015W
SPGP0D03300,YOL017W
SPGP0D03310,YOL018C
SPGP0D03320,YOL019W
SPGP0D03330,YOL020W
SPGP0D03350,YOL022C
SPGP0D03370,YOL024W
SPGP0D03380,YOL025W
SPGP0D03400,YOL028C
SPGP0D03420,YOL031C
SPGP0D03440,YOL033W
SPGP0D03460,YOL036W
SPGP0D03470,YOL038W
SPGP0D03500,YOL041C
SPGP0D03510,YOL042W
SPGP0D03520,YOL044W
SPGP0D03550,YOL047C
SPGP0D03560,YOL048C
SPGP0D03570,YOL049W
SPGP0D03600,YOL052C-A
SPGP0D03610,YOL053W
SPGP0D03630,YOL056W
SPGP0D03640,YOL057W
SPGP0D03700,YOL063C
SPGP0D03730,YOL066C
SPGP0D03740,YOL067C
SPGP0D03770,YOL070C
SPGP0D03780,YOL071W
SPGP0D03800,YOL073C
SPGP0D03830,YOL077C
SPGP0D03840,YOL077W-A
SPGP0D03860,YOL080C
SPGP0D03880,YOL082W
SPGP0D03890,YOL083W
SPGP0D03900,YOL084W
SPGP0D03920,YOL086W-A
SPGP0D03930,YOL087C
SPGP0D03940,YOL088C
SPGP0D03950,YOL089C
SPGP0D03980,YOL092W
SPGP0D04070,YOL103W
SPGP0D04080,YOL104C
SPGP0D04090,YOL105C
SPGP0D04100,YOL107W
SPGP0D04110,YOL108C
SPGP0D04120,YOL109W
SPGP0D04140,YOL111C
SPGP0D04150,YOL112W
SPGP0D04160,YOL113W
SPGP0D04170,YOL114C
SPGP0D04190,YOL116W
SPGP0D04200,YOL117W
SPGP0D04270,YOL125W
SPGP0D04330,YOL131W
SPGP0D04350,YOL133W
SPGP0D04360,YOL135C
SPGP0D04380,YOL137W
SPGP0D04390,YOL138C
SPGP0D04420,YOL141W
SPGP0D04450,YOL144W
SPGP0D04470,YOL146W
SPGP0D04510,YOL151W
SPGP0D04520,YOL152W
SPGP0D04530,YOL153C
SPGP0D04540,YOL154W
SPGP0D04560,YOL155C
SPGP0AY00100,YOR380W
SPGP0AY00110,YOR378W
SPGP0AY00120,YOR377W
SPGP0AY00130,YOR375C
SPGP0AY00140,YOR374W
SPGP0AY00150,YOR373W
SPGP0AY00160,YOR372C
SPGP0AY00170,YOR371C
SPGP0AY00180,YOR370C
SPGP0AY00190,YOR369C
SPGP0AY00200,YOR368W
SPGP0AZ00120,YIR014W
SPGP0AZ00130,YIR013C
SPGP0AZ00140,YIR012W
SPGP0AZ00170,YIR009W
SPGP0AZ00210,YIR005W
SPGP0AZ00220,YIR003W
SPGP0BA00100,YCR066W
SPGP0BA00110,YCR067C
SPGP0BA00120,YCR068W
SPGP0BA00130,YCR069W
SPGP0BA00140,YCR071C
SPGP0BA00150,YCR072C
SPGP0BA00160,YCR073C
SPGP0BA00170,YCR073W-A
SPGP0BA00180,YCR075C
SPGP0BA00190,YCR075W-A
SPGP0BA00200,YCR076C
SPGP0BA00210,YCR077C
SPGP0BA00220,YCR079W
SPGP0BV00100,YCR081W
SPGP0BC00100,YIR023W
SPGP0BC00110,YIR024C
SPGP0BC00120,YIR025W
SPGP0BC00130,YIR026C
SPGP0BC00140,YIR027C
SPGP0BC00170,YIR030C
SPGP0BC00180,YIR031C
SPGP0BC00190,YIR032C
SPGP0BD00100,YMR314W
SPGP0BD00110,YMR313C
SPGP0BD00120,YMR312W
SPGP0BD00130,YMR311C
SPGP0BD00140,YMR310C
SPGP0BD00150,YMR309C
SPGP0BD00160,YMR308C
SPGP0BD00170,YMR307W
SPGP0BE00100,YPR005C
SPGP0BE00110,YPR006C
SPGP0BE00120,YPR007C
SPGP0E00140,YGR287C
SPGP0E00130,YGR288W
SPGP0BH00100,YCR096C
SPGP0BH00110,YCR097W
SPGP0BH00130,YCR098C
SPGP0BH00140,YCR100C
SPGP0BJ00100,YPR165W
SPGP0BJ00120,YPR163C
SPGP0BJ00140,YPR161C
SPGP0BK00100,YGL178W
SPGP0BK00110,YGL176C
SPGP0BK00120,YGL175C
SPGP0BK00130,YGL174W
SPGP0BL00100,YCR048W
SPGP0BL00110,YCR051W
SPGP0BL00120,YCR052W
SPGP0BL00130,YCR053W
SPGP0BL00140,YCR054C
SPGP0BL00150,YCR057C
SPGP0BM00100,YIR039C
SPGP0BN00100,YCR086W
SPGP0BN00110,YCR087W
SPGP0BN00120,YCR088W
SPGP0BO00100,YCR091W
SPGP0BO00110,YCR092C
SPGP0CN00100,YCR093W
SPGP0BP00100,YGL262W
SPGP0BQ00100,YMR305C
SPGP0G00110,YMR301C
SPGP0G00120,YMR300C
SPGP0G00140,YMR298W
SPGP0G00150,YMR297W
SPGP0G00170,YMR295C
SPGP0G00210,YMR291W
SPGP0G00220,YMR290C
SPGP0G00240,YMR288W
SPGP0G00250,YMR287C
SPGP0G00270,YMR285C
SPGP0G00320,YMR280C
SPGP0G00340,YMR278W
SPGP0G00370,YMR275C
SPGP0F00400,YMR272C
SPGP0G00430,YMR269W
SPGP0G00470,YMR265C
SPGP0G00480,YMR264W
SPGP0G00510,YMR261C
SPGP0G00520,YMR260C
SPGP0G00550,YMR257C
SPGP0G00560,YMR256C
SPGP0G00580,YMR253C
SPGP0G00620,YMR250W
SPGP0G00670,YMR243C
SPGP0G00680,YMR242C
SPGP0G00690,YMR241W
SPGP0G00720,YMR238W
SPGP0G00730,YMR237W
SPGP0G00760,YMR234W
SPGP0G00780,YMR232W
SPGP0G00790,YMR231W
SPGP0G00800,YMR230W
SPGP0G00810,YMR229C
SPGP0G00820,YMR228W
SPGP0G00830,YMR227C
SPGP0G00840,YMR226C
SPGP0G00860,YMR224C
SPGP0G00890,YMR221C
SPGP0G00900,YMR220W
SPGP0G00930,YMR217W
SPGP0G00960,YMR214W
SPGP0G00980,YMR212C
SPGP0G01020,YMR208W
SPGP0G01030,YMR207C
SPGP0G01050,YMR205C
SPGP0G01060,YMR204C
SPGP0G01070,YMR203W
SPGP0G01080,YMR202W
SPGP0G01120,YMR199W
SPGP0G01140,YMR197C
SPGP0G01150,YMR196W
SPGP0G01180,YMR194W
SPGP0G01200,YMR192W
SPGP0G01220,YMR190C
SPGP0G01230,YMR189W
SPGP0G01250,YMR187C
SPGP0G01270,YMR185W
SPGP0G01310,YMR181C
SPGP0G01350,YMR177W
SPGP0G01360,YMR176W
SPGP0G01410,YMR171C
SPGP0G01430,YMR167W
SPGP0G01440,YMR166C
SPGP0G01450,YMR165C
SPGP0G01480,YMR162C
SPGP0G01490,YMR161W
SPGP0G01570,YMR153W
SPGP0G01630,YMR146C
SPGP0G01640,YMR145C
SPGP0G01650,YMR144W
SPGP0G01660,YMR143W
SPGP0G01670,YMR142C
SPGP0G01690,YMR139W
SPGP0G01770,YMR131C
SPGP0G01790,YMR129W
SPGP0G01800,YMR128W
SPGP0G01810,YMR127C
SPGP0G01830,YMR125W
SPGP0G01840,YMR124W
SPGP0G01880,YMR120C
SPGP0G01920,YMR116C
SPGP0G01930,YMR115W
SPGP0G01940,YMR114C
SPGP0G01950,YMR113W
SPGP0G01970,YMR111C
SPGP0G01990,YMR109W
SPGP0G02030,YMR105C
SPGP0G02050,YMR102C
SPGP0G02060,YMR101C
SPGP0G02080,YMR099C
SPGP0G02090,YMR098C
SPGP0G02110,YMR096W
SPGP0G02140,YMR093W
SPGP0G02180,YMR089C
SPGP0G02190,YMR088C
SPGP0G02210,YMR086W
SPGP0G02220,YMR085W
SPGP0G02230,YMR083W
SPGP0G02250,YMR080C
SPGP0G02290,YMR076C
SPGP0G02340,YMR071C
SPGP0G02370,YMR068W
SPGP0G02400,YMR065W
SPGP0G02420,YMR063W
SPGP0G02440,YMR061W
SPGP0G02470,YMR058W
SPGP0G02480,YMR056C
SPGP0G02500,YMR054W
SPGP0G02510,YMR053C
SPGP0F02570,YPL060C-A
SPGP0G02530,YMR049C
SPGP0G02550,YMR047C
SPGP0G02600,YMR040W
SPGP0G02660,YMR034C
SPGP0G02680,YMR032W
SPGP0G02700,YMR030W
SPGP0G02730,YMR027W
SPGP0G02760,YMR024W
SPGP0G02790,YMR021C
SPGP0G02800,YMR020W
SPGP0G02850,YMR015C
SPGP0G02860,YMR014W
SPGP0G02870,YMR013C
SPGP0G02880,YMR012W
SPGP0G02890,YMR011W
SPGP0G02900,YMR010W
SPGP0G02930,YMR008C
SPGP0G02960,YMR004W
SPGP0G02980,YMR002W
SPGP0G02990,YMR001C
SPGP0G03000,YML001W
SPGP0G03010,YML002W
SPGP0G03020,YML004C
SPGP0G03030,YML005W
SPGP0G03040,YML006C
SPGP0G03050,YML007W
SPGP0G03060,YML008C
SPGP0G03070,YML009C
SPGP0G03080,YML010W
SPGP0G03140,YML016C
SPGP0G03150,YML017W
SPGP0G03180,YML020W
SPGP0G03190,YML021C
SPGP0G03230,YML025C
SPGP0G03240,YML026C
SPGP0G03260,YML028W
SPGP0G03290,YML031W
SPGP0G03300,YML032C
SPGP0G03320,YML035C
SPGP0G03350,YML038C
SPGP0G03360,YML041C
SPGP0G03370,YML042W
SPGP0G03410,YML048W
SPGP0G03440,YML051W
SPGP0G03450,YML052W
SPGP0G03460,YML053C
SPGP0G03500,YML057W
SPGP0G03520,YML058W-A
SPGP0G03530,YML059C
SPGP0G03550,YML061C
SPGP0G03570,YML063W
SPGP0G03580,YML064C
SPGP0G03660,YML072C
SPGP0G03670,YML073C
SPGP0G03680,YML074C
SPGP0G03690,YML075C
SPGP0G03710,YML077W
SPGP0G03720,YML078W
SPGP0G03740,YML080W
SPGP0G03770,YML082W
SPGP0G03780,YML083C
SPGP0G03790,YML085C
SPGP0G03830,YML091C
SPGP0G03840,YML092C
SPGP0G03850,YML093W
SPGP0G03860,YML094W
SPGP0G03900,YML098W
SPGP0G03910,YML099C
SPGP0G03940,YML103C
SPGP0G03960,YML105C
SPGP0G03970,YML106W
SPGP0G03990,YML108W
SPGP0G04000,YML109W
SPGP0G04020,YML111W
SPGP0G04060,YML115C
SPGP0G04070,YML116W
SPGP0G04080,YML117W
SPGP0G04090,YML118W
SPGP0G04110,YML120C
SPGP0G04120,YML121W
SPGP0G04130,YML123C
SPGP0G04150,YML126C
SPGP0G04160,YML127W
SPGP0G04170,YML128C
SPGP0G04180,YML129C
SPGP0BR00100,YCR042C
SPGP0BR00110,YCR043C
SPGP0BR00120,YCR044C
SPGP0BT00100,YIR021W
SPGP0BU00110,YIR022W
SPGP0BV00110,YCR082W
SPGP0BV00120,YCR083W
SPGP0BV00130,YCR084C
SPGP0BX00100,YFR026C
SPGP0BY00110,YIR035C
SPGP0BY00120,YIR036C
SPGP0BY00130,YIR037W
SPGP0BY00140,YIR038C
SPGP0G00100,YMR302C
SPGP0G00130,YMR299C
SPGP0G00160,YMR296C
SPGP0G00180,YMR294W
SPGP0G00190,YMR293C
SPGP0G00200,YMR292W
SPGP0G00230,YMR289W
SPGP0G00260,YMR286W
SPGP0G00280,YMR284W
SPGP0G00290,YMR283C
SPGP0G00300,YMR282C
SPGP0G00310,YMR281W
SPGP0G00330,YMR279C
SPGP0G00350,YMR277W
SPGP0G00360,YMR276W
SPGP0G00380,YMR274C
SPGP0G00390,YMR273C
SPGP0G00410,YMR271C
SPGP0G00420,YMR270C
SPGP0G00440,YMR268C
SPGP0G00450,YMR267W
SPGP0G00460,YMR266W
SPGP0G00490,YMR263W
SPGP0G00500,YMR262W
SPGP0G00530,YMR259C
SPGP0G00540,YMR258C
SPGP0G00570,YMR255W
SPGP0G00590,YMR252C
SPGP0G00600,YMR251W-A
SPGP0G00610,YMR251W
SPGP0G00630,YMR247C
SPGP0G00640,YMR246W
SPGP0G00650,YMR244C-A
SPGP0G00660,YMR244W
SPGP0G00700,YMR240C
SPGP0G00710,YMR239C
SPGP0G00740,YMR236W
SPGP0G00750,YMR235C
SPGP0G00770,YMR233W
SPGP0G00850,YMR225C
SPGP0G00870,YMR223W
SPGP0G00880,YMR222C
SPGP0G00910,YMR219W
SPGP0G00920,YMR218C
SPGP0G00940,YMR216C
SPGP0G00950,YMR215W
SPGP0G00970,YMR213W
SPGP0G00990,YMR211W
SPGP0G01000,YMR210W
SPGP0G01010,YMR209C
SPGP0G01040,YMR206W
SPGP0G01100,YMR201C
SPGP0G01110,YMR200W
SPGP0G01130,YMR198W
SPGP0G01160,YMR195W
SPGP0G01170,YMR194C-B
SPGP0G01190,YMR193W
SPGP0G01210,YMR191W
SPGP0G01240,YMR188C
SPGP0G01280,YMR184W
SPGP0G01290,YMR183C
SPGP0G01300,YMR182C
SPGP0G01320,YMR180C
SPGP0G01330,YMR179W
SPGP0G01340,YMR178W
SPGP0G01370,YMR175W
SPGP0G01380,YMR174C
SPGP0G01390,YMR173W
SPGP0G01400,YMR172W
SPGP0G01420,YMR168C
SPGP0G01460,YMR164C
SPGP0G01470,YMR163C
SPGP0G01500,YMR160W
SPGP0G01510,YMR159C
SPGP0G01520,YMR158W
SPGP0G01530,YMR157C
SPGP0G01540,YMR156C
SPGP0G01550,YMR155W
SPGP0G01560,YMR154C
SPGP0G01580,YMR152W
SPGP0G01590,YMR150C
SPGP0G01600,YMR149W
SPGP0G01610,YMR148W
SPGP0G01620,YMR147W
SPGP0G01680,YMR140W
SPGP0G01700,YMR138W
SPGP0G01710,YMR137C
SPGP0G01720,YMR136W
SPGP0G01730,YMR135C
SPGP0G01740,YMR134W
SPGP0G01750,YMR133W
SPGP0G01760,YMR132C
SPGP0G01780,YMR130W
SPGP0G01820,YMR126C
SPGP0G01850,YMR123W
SPGP0G01860,YMR122W-A
SPGP0G01870,YMR121C
SPGP0G01890,YMR119W
SPGP0G01900,YMR118C
SPGP0G01910,YMR117C
SPGP0G01960,YMR112C
SPGP0G01980,YMR110C
SPGP0G02000,YMR108W
SPGP0G02010,YMR107W
SPGP0G02020,YMR106C
SPGP0G02040,YMR104C
SPGP0G02070,YMR100W
SPGP0G02100,YMR097C
SPGP0G02120,YMR095C
SPGP0G02130,YMR094W
SPGP0G02150,YMR092C
SPGP0G02160,YMR091C
SPGP0G02170,YMR090W
SPGP0G02200,YMR087W
SPGP0G02240,YMR081C
SPGP0G02260,YMR079W
SPGP0G02270,YMR078C
SPGP0G02280,YMR077C
SPGP0G02300,YMR075W
SPGP0G02310,YMR074C
SPGP0G02320,YMR073C
SPGP0G02330,YMR072W
SPGP0G02350,YMR070W
SPGP0G02360,YMR069W
SPGP0G02380,YMR067C
SPGP0G02390,YMR066W
SPGP0G02410,YMR064W
SPGP0G02430,YMR062C
SPGP0G02450,YMR060C
SPGP0G02460,YMR059W
SPGP0G02490,YMR055C
SPGP0G02520,YMR052W
SPGP0G02540,YMR048W
SPGP0G02560,YMR044W
SPGP0G02570,YMR043W
SPGP0G02580,YMR042W
SPGP0G02590,YMR041C
SPGP0G02610,YMR039C
SPGP0G02620,YMR038C
SPGP0G02630,YMR037C
SPGP0G02640,YMR036C
SPGP0G02650,YMR035W
SPGP0G02670,YMR033W
SPGP0G02690,YMR031C
SPGP0G02710,YMR029C
SPGP0G02720,YMR028W
SPGP0G02740,YMR026C
SPGP0G02750,YMR025W
SPGP0G02770,YMR023C
SPGP0G02780,YMR022W
SPGP0G02810,YMR019W
SPGP0G02820,YMR018W
SPGP0G02830,YMR017W
SPGP0G02840,YMR016C
SPGP0G02910,YMR009W
SPGP0G02940,YMR007W
SPGP0G02950,YMR005W
SPGP0G02970,YMR003W
SPGP0G03090,YML011C
SPGP0G03100,YML012W
SPGP0G03110,YML013W
SPGP0G03120,YML014W
SPGP0G03130,YML015C
SPGP0G03160,YML018C
SPGP0G03170,YML019W
SPGP0G03200,YML022W
SPGP0G03210,YML023C
SPGP0G03250,YML027W
SPGP0G03270,YML029W
SPGP0G03280,YML030W
SPGP0G03310,YML034W
SPGP0G03330,YML036W
SPGP0G03340,YML037C
SPGP0G03380,YML043C
SPGP0G03390,YML046W
SPGP0G03400,YML047C
SPGP0G03420,YML049C
SPGP0G03430,YML050W
SPGP0G03470,YML054C
SPGP0G03480,YML055W
SPGP0G03510,YML058W
SPGP0G03540,YML060W
SPGP0G03560,YML062C
SPGP0G03590,YML065W
SPGP0G03600,YML066C
SPGP0G03610,YML067C
SPGP0G03620,YML068W
SPGP0G03630,YML069W
SPGP0G03640,YML070W
SPGP0G03650,YML071C
SPGP0G03700,YML076C
SPGP0G03730,YML079W
SPGP0G03750,YML081W
SPGP0G03760,YML081C-A
SPGP0G03800,YML086C
SPGP0G03810,YML087C
SPGP0G03820,YML088W
SPGP0G03870,YML095C
SPGP0G03880,YML096W
SPGP0G03890,YML097C
SPGP0G03920,YML100W
SPGP0G03930,YML102W
SPGP0G03950,YML104C
SPGP0G03980,YML107C
SPGP0G04010,YML110C
SPGP0G04030,YML112W
SPGP0G04040,YML113W
SPGP0G04050,YML114C
SPGP0G04100,YML119W
SPGP0G04140,YML124C
SPGP0G04190,YML130C
SPGP0G04200,YML131W
SPGP0CC00100,YMR319C
SPGP0CC00110,YMR318C
SPGP0CC00120,YMR317W
SPGP0CE00100,YMR316W
SPGP0CH00110,YKL023C-A
SPGP0CH00120,YKL023W
SPGP0CI00100,YPL055C
SPGP0H03290,YOR312C
SPGP0H03890,YOR381W
SPGP0H03910,YOR383C
SPGP0CM00100,YMR304W
SPGP0CN00110,YCR094W
SPGP0CO00100,YNR003C
SPGP0CR00100,YMR303C
SPGP0I00130,YFL054C
SPGP0I03450,YDL081C
SPGP0I03970,YDL191W
