Homologs_list	parentB-like content	hybrid content	parentA-like content
YLR152C; XP_018220578.1	XP_018220578.1		YLR152C
YLR153C; XP_018220579.1	XP_018220579.1		YLR153C
YEL071W; XP_018218750.1	XP_018218750.1		YEL071W
YEL017C-A; YCR024C-A; XP_018223400.1	XP_018223400.1		YEL017C-A; YCR024C-A
YER066W; YFL009W			YER066W; YFL009W
XP_018221460.1; YIL162W; SPGP0OF00100	XP_018221460.1	SPGP0OF00100	YIL162W
XP_018221461.1; YIL161W	XP_018221461.1		YIL161W
XP_018221462.1; YIL160C	XP_018221462.1		YIL160C
XP_018221463.1; YIL159W	XP_018221463.1		YIL159W
XP_018221471.1; YIL152W	XP_018221471.1		YIL152W
XP_018221472.1; YIL151C	XP_018221472.1		YIL151C
XP_018221473.1; YIL150C	XP_018221473.1		YIL150C
XP_018221474.1; YIL149C	XP_018221474.1		YIL149C
XP_018221476.1; YIL147C	XP_018221476.1		YIL147C
XP_018221477.1; YIL146C	XP_018221477.1		YIL146C
XP_018221480.1; YIL143C	XP_018221480.1		YIL143C
XP_018221481.1; YIL142W	XP_018221481.1		YIL142W
XP_018221483.1; YIL139C	XP_018221483.1		YIL139C
XP_018221487.1; YIL135C	XP_018221487.1		YIL135C
XP_018221491.1; YIL131C	XP_018221491.1		YIL131C
XP_018221493.1; YIL129C	XP_018221493.1		YIL129C
XP_018221494.1; YIL128W	XP_018221494.1		YIL128W
XP_018221496.1; YIL126W; XP_018219488.1; YOR290C	XP_018221496.1; XP_018219488.1		YIL126W; YOR290C
XP_018221497.1; YIL125W	XP_018221497.1		YIL125W
XP_018221498.1; YIL124W	XP_018221498.1		YIL124W
XP_018221499.1; YIL123W	XP_018221499.1		YIL123W
XP_018221500.1; YIL122W	XP_018221500.1		YIL122W
XP_018221502.1; YIL120W	XP_018221502.1		YIL120W
XP_018221507.1; YIL115C	XP_018221507.1		YIL115C
XP_018221511.1; YIL110W	XP_018221511.1		YIL110W
XP_018221512.1; YIL109C	XP_018221512.1		YIL109C
XP_018221513.1; YIL108W	XP_018221513.1		YIL108W
XP_018221514.1; YIL107C	XP_018221514.1		YIL107C
XP_018221516.1; YIL105C	XP_018221516.1		YIL105C
XP_018221518.1; YIL103W	XP_018221518.1		YIL103W
XP_018221520.1; YIL101C	XP_018221520.1		YIL101C
XP_018221525.1; YIL095W	XP_018221525.1		YIL095W
XP_018221526.1; YIL094C	XP_018221526.1		YIL094C
XP_018221527.1; YIL093C	XP_018221527.1		YIL093C
XP_018221529.1; YIL091C	XP_018221529.1		YIL091C
SPGP0W00880; YIL083C		SPGP0W00880	YIL083C
XP_018221537.1; YIL078W	XP_018221537.1		YIL078W
XP_018221538.1; YIL077C	XP_018221538.1		YIL077C
XP_018221539.1; XP_018220147.1	XP_018221539.1; XP_018220147.1		
XP_018221541.1; YIL075C	XP_018221541.1		YIL075C
XP_018221544.1; YIL072W	XP_018221544.1		YIL072W
XP_018221546.1; YIL070C	XP_018221546.1		YIL070C
XP_018221548.1; YIL068C	XP_018221548.1		YIL068C
XP_018221549.1; YIL067C	XP_018221549.1		YIL067C
XP_018221552.1; YIL063C	XP_018221552.1		YIL063C
XP_018221553.1; YIL062C	XP_018221553.1		YIL062C
XP_018221557.1; YIL055C	XP_018221557.1		YIL055C
XP_018221559.1; YIL051C	XP_018221559.1		YIL051C
XP_018221561.1; YIL049W	XP_018221561.1		YIL049W
XP_018221562.1; YIL048W	XP_018221562.1		YIL048W
XP_018221563.1; YIL047C	XP_018221563.1		YIL047C
XP_018221564.1; YIL046W	XP_018221564.1		YIL046W
XP_018221565.1; YIL045W	XP_018221565.1		YIL045W
XP_018221569.1; YIL041W	XP_018221569.1		YIL041W
XP_018221571.1; YIL039W	XP_018221571.1		YIL039W
XP_018221572.1; YIL038C	XP_018221572.1		YIL038C
XP_018221575.1; YIL035C	XP_018221575.1		YIL035C
XP_018221576.1; YIL034C	XP_018221576.1		YIL034C
XP_018221577.1; YIL033C	XP_018221577.1		YIL033C
XP_018221579.1; YIL030C	XP_018221579.1		YIL030C
XP_018221581.1; YIL027C	XP_018221581.1		YIL027C
XP_018221585.1; YIL022W	XP_018221585.1		YIL022W
XP_018221586.1; YIL021W	XP_018221586.1		YIL021W
XP_018221588.1; YIL019W	XP_018221588.1		YIL019W
XP_018221589.1; SPGP0AF00380; YFR031C-A; SPGP0AB00230	XP_018221589.1	SPGP0AF00380; SPGP0AB00230	YFR031C-A
XP_018221592.1; YIL015W	XP_018221592.1		YIL015W
XP_018221593.1; YIL013C	XP_018221593.1		YIL013C
SPGP0W01530; XP_018221597.1; SPGP0PF00100; YHR096C	XP_018221597.1	SPGP0W01530; SPGP0PF00100	YHR096C
XP_018221603.1; YIL003W	XP_018221603.1		YIL003W
XP_018221604.1; YIL002W-A	XP_018221604.1		YIL002W-A
XP_018221608.1; SPGP0QF00100	XP_018221608.1	SPGP0QF00100	
XP_018221612.1; YIR006C	XP_018221612.1		YIR006C
XP_018221613.1; YIR007W	XP_018221613.1		YIR007W
XP_018221614.1; YIR008C	XP_018221614.1		YIR008C
XP_018221616.1; YIR010W	XP_018221616.1		YIR010W
XP_018221617.1; YIR011C	XP_018221617.1		YIR011C
XP_018221623.1; YIR017C	XP_018221623.1		YIR017C
XP_018221624.1; YIR018W	XP_018221624.1		YIR018W
XP_018221627.1; YIR022W	XP_018221627.1		YIR022W
XP_018221633.1; YIR028W	XP_018221633.1		YIR028W
XP_018221634.1; YIR029W	XP_018221634.1		YIR029W
XP_018221639.1; YIR034C	XP_018221639.1		YIR034C
YHL036W; XP_018219203.1	XP_018219203.1		YHL036W
YHL034C; XP_018219205.1	XP_018219205.1		YHL034C
YHL032C; SPGP0H00180		SPGP0H00180	YHL032C
YHL031C; XP_018219207.1	XP_018219207.1		YHL031C
YHL030W; XP_018219208.1	XP_018219208.1		YHL030W
YHL029C; XP_018219209.1	XP_018219209.1		YHL029C
YHL024W; XP_018219214.1	XP_018219214.1		YHL024W
YHL023C; XP_018219215.1	XP_018219215.1		YHL023C
YHL020C; XP_018219218.1	XP_018219218.1		YHL020C
YHL017W; XP_018219221.1	XP_018219221.1		YHL017W
YHL016C; XP_018219222.1	XP_018219222.1		YHL016C
YHL015W; XP_018219223.1	XP_018219223.1		YHL015W
YHL011C; XP_018219227.1	XP_018219227.1		YHL011C
YHL010C; XP_018219228.1	XP_018219228.1		YHL010C
YHL008C; XP_018219230.1	XP_018219230.1		YHL008C
YHL003C; XP_018219234.1	XP_018219234.1		YHL003C
YHL002W; XP_018219235.1	XP_018219235.1		YHL002W
YHR002W; XP_018219239.1	XP_018219239.1		YHR002W
YHR003C; XP_018219240.1	XP_018219240.1		YHR003C
YHR005C; XP_018219242.1	XP_018219242.1		YHR005C
YHR007C; XP_018219245.1	XP_018219245.1		YHR007C
YHR008C; XP_018219246.1	XP_018219246.1		YHR008C
YHR009C; XP_018219247.1	XP_018219247.1		YHR009C
YHR012W; XP_018219249.1	XP_018219249.1		YHR012W
YHR013C; XP_018219250.1	XP_018219250.1		YHR013C
YGR109C; XP_018222319.1	XP_018222319.1		YGR109C
YGR111W; XP_018222321.1	XP_018222321.1		YGR111W
YGR112W; XP_018222322.1	XP_018222322.1		YGR112W
YGR116W; XP_018222324.1	XP_018222324.1		YGR116W
YGR119C; XP_018222327.1	XP_018222327.1		YGR119C
YGR120C; XP_018222328.1	XP_018222328.1		YGR120C
YGR123C; XP_018222331.1	XP_018222331.1		YGR123C
YGR125W; XP_018222333.1	XP_018222333.1		YGR125W
YGR133W; XP_018222341.1	XP_018222341.1		YGR133W
YGR134W; XP_018222342.1	XP_018222342.1		YGR134W
YGR135W; XP_018222343.1	XP_018222343.1		YGR135W
YGR136W; XP_018222344.1	XP_018222344.1		YGR136W
YGR140W; XP_018222347.1	XP_018222347.1		YGR140W
YGR142W; XP_018222349.1	XP_018222349.1		YGR142W
YGR144W; XP_018222351.1	XP_018222351.1		YGR144W
YGR145W; XP_018222352.1	XP_018222352.1		YGR145W
YGR146C; XP_018222353.1	XP_018222353.1		YGR146C
YGR152C; XP_018222359.1	XP_018222359.1		YGR152C
YGR155W; XP_018222361.1	XP_018222361.1		YGR155W
YGR156W; XP_018222362.1	XP_018222362.1		YGR156W
YGR157W; XP_018222363.1	XP_018222363.1		YGR157W
YGR159C; XP_018222365.1	XP_018222365.1		YGR159C
YGR162W; XP_018222368.1	XP_018222368.1		YGR162W
YGR163W; XP_018222369.1	XP_018222369.1		YGR163W
YGR170W; XP_018222376.1	XP_018222376.1		YGR170W
YGR171C; XP_018222377.1	XP_018222377.1		YGR171C
YGR172C; XP_018222378.1	XP_018222378.1		YGR172C
YGR173W; XP_018222379.1	XP_018222379.1		YGR173W
YGR174C; XP_018222380.1	XP_018222380.1		YGR174C
YGR177C; XP_018222381.1; XP_018222382.1	XP_018222381.1; XP_018222382.1		YGR177C
YGR178C; XP_018222383.1	XP_018222383.1		YGR178C
YGR180C; XP_018222385.1	XP_018222385.1		YGR180C
YGR184C; XP_018222389.1	XP_018222389.1		YGR184C
YGR185C; XP_018222390.1	XP_018222390.1		YGR185C
YGR186W; XP_018222391.1	XP_018222391.1		YGR186W
YGR188C; XP_018222393.1	XP_018222393.1		YGR188C
YGR191W; XP_018222395.1	XP_018222395.1		YGR191W
YGR195W; XP_018222399.1	XP_018222399.1		YGR195W
YGR197C; XP_018222401.1	XP_018222401.1		YGR197C
YGR198W; XP_018222402.1	XP_018222402.1		YGR198W
YGR200C; XP_018222404.1	XP_018222404.1		YGR200C
YGR202C; XP_018222406.1	XP_018222406.1		YGR202C
YGR205W; XP_018222409.1	XP_018222409.1		YGR205W
YGR208W; XP_018222412.1	XP_018222412.1		YGR208W
SPGP0Y01010; XP_018222413.1	XP_018222413.1	SPGP0Y01010	
YGR217W; XP_018222421.1	XP_018222421.1		YGR217W
YGR218W; XP_018222422.1	XP_018222422.1		YGR218W
YGR225W; SPGP0E00700		SPGP0E00700	YGR225W
YGR229C; XP_018222428.1	XP_018222428.1		YGR229C
YGR231C; XP_018222431.1	XP_018222431.1		YGR231C
YGR232W; XP_018222432.1	XP_018222432.1		YGR232W
YGR240C; XP_018222440.1	XP_018222440.1		YGR240C
YGR245C; XP_018222444.1	XP_018222444.1		YGR245C
YGR246C; XP_018222445.1	XP_018222445.1		YGR246C
YGR252W; XP_018222452.1	XP_018222452.1		YGR252W
YGR253C; XP_018222453.1	XP_018222453.1		YGR253C
YGR254W; YHR174W; XP_018222454.1; XP_018221952.1	XP_018222454.1; XP_018221952.1		YGR254W; YHR174W
YGR256W; XP_018222456.1; XP_018221959.1; YHR183W	XP_018222456.1; XP_018221959.1		YGR256W; YHR183W
YGR258C; XP_018222458.1	XP_018222458.1		YGR258C
YGR260W; XP_018222459.1	XP_018222459.1		YGR260W
YGR261C; XP_018222460.1	XP_018222460.1		YGR261C
YGR263C; XP_018222462.1	XP_018222462.1		YGR263C
YGR264C; XP_018222463.1	XP_018222463.1		YGR264C
YGR267C; XP_018222465.1	XP_018222465.1		YGR267C
YGR270W; XP_018222467.1	XP_018222467.1		YGR270W
YGR271W; XP_018222468.1	XP_018222468.1		YGR271W
YGR271C-A; XP_018222469.1	XP_018222469.1		YGR271C-A
YGR274C; XP_018222471.1	XP_018222471.1		YGR274C
YGR276C; XP_018222473.1	XP_018222473.1		YGR276C
YGR279C; XP_018222475.1; YMR305C	XP_018222475.1		YGR279C; YMR305C
YGR282C; XP_018222478.1	XP_018222478.1		YGR282C
YGR284C; XP_018222480.1	XP_018222480.1		YGR284C
YGR285C; XP_018222481.1	XP_018222481.1		YGR285C
SPGP0JJ00100; YNL090W		SPGP0JJ00100	YNL090W
YPL232W; XP_018220230.1; YMR183C	XP_018220230.1		YPL232W; YMR183C
YPL187W; XP_018222148.1	XP_018222148.1		YPL187W
YIL042C; YIL043C			YIL042C; YIL043C
SPGP0B00110; XP_018218751.1	XP_018218751.1	SPGP0B00110	
XP_018218752.1; SPGP0H03940; SPGP0NU00100	XP_018218752.1	SPGP0H03940; SPGP0NU00100	
YKR089C; YOR081C; SPGP0H01200		SPGP0H01200	YKR089C; YOR081C
YFR053C; XP_018222589.1; YGL253W	XP_018222589.1		YFR053C; YGL253W
YFR051C; XP_018222587.1	XP_018222587.1		YFR051C
YFR050C; XP_018222586.1	XP_018222586.1		YFR050C
YFR048W; XP_018222584.1	XP_018222584.1		YFR048W
YFR040W; XP_018222576.1	XP_018222576.1		YFR040W
YFR037C; XP_018222573.1	XP_018222573.1		YFR037C
YFR036W; XP_018222572.1	XP_018222572.1		YFR036W
YFR033C; XP_018222569.1	XP_018222569.1		YFR033C
YFR032C-A; XP_018222568.1	XP_018222568.1		YFR032C-A
YFR031C; XP_018222565.1	XP_018222565.1		YFR031C
YFR030W; XP_018222564.1	XP_018222564.1		YFR030W
YFR024C-A; XP_018222559.1	XP_018222559.1		YFR024C-A
YFR023W; XP_018222558.1	XP_018222558.1		YFR023W
YFR019W; XP_018222555.1	XP_018222555.1		YFR019W
YFR017C; SPGP0CA00100		SPGP0CA00100	YFR017C
YFR015C; XP_018222546.1	XP_018222546.1		YFR015C
YFR013W; XP_018222548.1	XP_018222548.1		YFR013W
YFR010W; XP_018222551.1	XP_018222551.1		YFR010W
YFR009W; XP_018222552.1	XP_018222552.1		YFR009W
YFR006W; XP_018222541.1	XP_018222541.1		YFR006W
YFR005C; XP_018222540.1	XP_018222540.1		YFR005C
YFR004W; XP_018222539.1	XP_018222539.1		YFR004W
YFR002W; XP_018222537.1	XP_018222537.1		YFR002W
YFL007W; XP_018222530.1; XP_018222531.1	XP_018222530.1; XP_018222531.1		YFL007W
YFL008W; XP_018222529.1	XP_018222529.1		YFL008W
YFL010C; XP_018222527.1	XP_018222527.1		YFL010C
YFL013C; XP_018222524.1	XP_018222524.1		YFL013C
YFL018C; XP_018222519.1	XP_018222519.1		YFL018C
YFL021W; XP_018222517.1	XP_018222517.1		YFL021W
YFL022C; XP_018222516.1	XP_018222516.1		YFL022C
YFL024C; XP_018222514.1	XP_018222514.1		YFL024C
YFL025C; XP_018222513.1	XP_018222513.1		YFL025C
YFL031W; XP_018222508.1	XP_018222508.1		YFL031W
YFL033C; XP_018222507.1	XP_018222507.1		YFL033C
YFL034W; XP_018222506.1	XP_018222506.1		YFL034W
YFL034C-B; XP_018222505.1	XP_018222505.1		YFL034C-B
YFL036W; XP_018222504.1	XP_018222504.1		YFL036W
YFL037W; XP_018222503.1	XP_018222503.1		YFL037W
YFL039C; XP_018222501.1	XP_018222501.1		YFL039C
YFL041W; XP_018222499.1	XP_018222499.1		YFL041W
YFL044C; XP_018222497.1	XP_018222497.1		YFL044C
YFL045C; XP_018222496.1	XP_018222496.1		YFL045C
YFL047W; XP_018222494.1	XP_018222494.1		YFL047W
YFL049W; XP_018222492.1	XP_018222492.1		YFL049W
YHR216W; YLR432W; XP_018220815.1	XP_018220815.1		YHR216W; YLR432W
XP_018222562.1; YFR028C	XP_018222562.1		YFR028C
XP_018222561.1; YFR027W	XP_018222561.1		YFR027W
SPGP0AF00870; XP_018224121.1	XP_018224121.1	SPGP0AF00870	
SPGP0AG00110; SPGP0BH00120		SPGP0AG00110; SPGP0BH00120	
XP_018223330.1; YCL059C	XP_018223330.1		YCL059C
XP_018223333.1; YCL057W	XP_018223333.1		YCL057W
XP_018223335.1; YCL055W	XP_018223335.1		YCL055W
XP_018223336.1; YCL054W	XP_018223336.1		YCL054W
XP_018223339.1; YCL050C	XP_018223339.1		YCL050C
XP_018223341.1; YCL048W	XP_018223341.1		YCL048W
XP_018223343.1; YCL045C	XP_018223343.1		YCL045C
XP_018223344.1; YCL044C	XP_018223344.1		YCL044C
XP_018223345.1; YCL043C	XP_018223345.1		YCL043C
XP_018223346.1; YCL040W	XP_018223346.1		YCL040W
XP_018223347.1; YCL039W	XP_018223347.1		YCL039W
XP_018223349.1; YCL037C	XP_018223349.1		YCL037C
SPGP0AG00350; YCL036W		SPGP0AG00350	YCL036W
XP_018223353.1; YCL032W	XP_018223353.1		YCL032W
XP_018223354.1; YCL031C	XP_018223354.1		YCL031C
XP_018223355.1; YCL030C	XP_018223355.1		YCL030C
XP_018223356.1; YCL029C	XP_018223356.1		YCL029C
XP_018223364.1; YCL018W	XP_018223364.1		YCL018W
XP_018223365.1; YCL017C	XP_018223365.1		YCL017C
XP_018223366.1; YCL016C	XP_018223366.1		YCL016C
XP_018223367.1; YCL014W	XP_018223367.1		YCL014W
XP_018223369.1; YCL011C	XP_018223369.1		YCL011C
XP_018223370.1; YCL010C	XP_018223370.1		YCL010C
XP_018223371.1; YCL009C	XP_018223371.1		YCL009C
XP_018223372.1; YCL008C	XP_018223372.1		YCL008C
XP_018223374.1; YCL005W	XP_018223374.1		YCL005W
XP_018223377.1; YCL001W	XP_018223377.1		YCL001W
XP_018223379.1; YCR002C; SPGP0AH00640	XP_018223379.1	SPGP0AH00640	YCR002C
XP_018223381.1; YCR004C	XP_018223381.1		YCR004C
XP_018223387.1; YCR011C	XP_018223387.1		YCR011C
XP_018223388.1; YCR012W	XP_018223388.1		YCR012W
XP_018223392.1; YCR017C	XP_018223392.1		YCR017C
XP_018223393.1; YCR019W	XP_018223393.1		YCR019W
XP_018223398.1; YCR023C	XP_018223398.1		YCR023C
XP_018223403.1; YCR028C	XP_018223403.1		YCR028C
XP_018223404.1; YCR030C	XP_018223404.1		YCR030C
XP_018223407.1; YCR033W	XP_018223407.1		YCR033W
XP_018223408.1; YCR034W	XP_018223408.1		YCR034W
XP_018223409.1; YCR035C	XP_018223409.1		YCR035C
YCR003W; SPGP0CF00110		SPGP0CF00110	YCR003W
XP_018224056.1; YAL056W	XP_018224056.1		YAL056W
XP_018224060.1; YAL051W	XP_018224060.1		YAL051W
XP_018224062.1; YAL048C	XP_018224062.1		YAL048C
XP_018224064.1; YAL046C	XP_018224064.1		YAL046C
XP_018224067.1; YAL043C	XP_018224067.1		YAL043C
XP_018224068.1; YAL042W	XP_018224068.1		YAL042W
XP_018224069.1; YAL041W	XP_018224069.1		YAL041W
XP_018224070.1; YAL040C	XP_018224070.1		YAL040C
XP_018224072.1; YAL038W	XP_018224072.1		YAL038W
XP_018224074.1; YAL036C	XP_018224074.1		YAL036C
XP_018224075.1; YAL035W	XP_018224075.1		YAL035W
XP_018224076.1; YAL034W-A	XP_018224076.1		YAL034W-A
XP_018224077.1; YAL034C	XP_018224077.1		YAL034C
XP_018224078.1; YAL033W	XP_018224078.1		YAL033W
XP_018224080.1; YAL031C	XP_018224080.1		YAL031C
XP_018224081.1; YAL029C; YOR326W; XP_018219520.1	XP_018224081.1; XP_018219520.1		YAL029C; YOR326W
XP_018224084.1; YAL026C	XP_018224084.1		YAL026C
XP_018224086.1; YAL024C	XP_018224086.1		YAL024C
XP_018224087.1; YAL023C	XP_018224087.1		YAL023C
XP_018224088.1; YAL022C	XP_018224088.1		YAL022C
XP_018224089.1; YAL021C	XP_018224089.1		YAL021C
XP_018224090.1; YAL020C	XP_018224090.1		YAL020C
XP_018224091.1; YAL019W	XP_018224091.1		YAL019W
XP_018224094.1; YAL016W	XP_018224094.1		YAL016W
XP_018224096.1; YAL014C	XP_018224096.1		YAL014C
SPGP0AI00570; YAL013W		SPGP0AI00570	YAL013W
XP_018224097.1; YAL012W	XP_018224097.1		YAL012W
XP_018224098.1; YAL011W	XP_018224098.1		YAL011W
XP_018224102.1; YAL007C	XP_018224102.1		YAL007C
XP_018224104.1; SPGP0AJ00320	XP_018224104.1	SPGP0AJ00320	
XP_018224108.1; YAR002C-A	XP_018224108.1		YAR002C-A
XP_018224109.1; YAR003W	XP_018224109.1		YAR003W
XP_018224110.1; YAR007C	XP_018224110.1		YAR007C
XP_018224111.1; YAR008W	XP_018224111.1		YAR008W
XP_018224115.1; YAR014C	XP_018224115.1		YAR014C
XP_018224116.1; YAR015W	XP_018224116.1		YAR015W
SPGP0AI00840; YAR035W		SPGP0AI00840	YAR035W
XP_018224122.1; YAR042W	XP_018224122.1		YAR042W
SPGP0MW00100; YPR204W; SPGP0PU00100		SPGP0MW00100; SPGP0PU00100	YPR204W
YAR031W; YAR027W; YAR028W			YAR031W; YAR027W; YAR028W
SPGP0AM00600; YPL283C		SPGP0AM00600	YPL283C
XP_018220387.1; XP_018220111.1	XP_018220387.1; XP_018220111.1		
XP_018220801.1; YLR414C	XP_018220801.1		YLR414C
XP_018220804.1; YLR419W	XP_018220804.1		YLR419W
XP_018220807.1; YLR422W	XP_018220807.1		YLR422W
XP_018220808.1; YLR423C	XP_018220808.1		YLR423C
XP_018220809.1; YLR424W	XP_018220809.1		YLR424W
XP_018220810.1; YLR425W	XP_018220810.1		YLR425W
XP_018220811.1; YLR427W	XP_018220811.1		YLR427W
XP_018220812.1; YLR429W	XP_018220812.1		YLR429W
XP_018220813.1; YLR430W	XP_018220813.1		YLR430W
XP_018220814.1; YLR431C	XP_018220814.1		YLR431C
XP_018220816.1; YLR433C	XP_018220816.1		YLR433C
XP_018220820.1; YLR438W	XP_018220820.1		YLR438W
XP_018220824.1; YLR441C; YML063W; XP_018220008.1	XP_018220824.1; XP_018220008.1		YLR441C; YML063W
XP_018220826.1; YLR446W	XP_018220826.1		YLR446W
XP_018220827.1; YLR447C	XP_018220827.1		YLR447C
XP_018220828.1; YLR448W; XP_018219998.1; YML073C	XP_018220828.1; XP_018219998.1		YLR448W; YML073C
XP_018220829.1; YLR449W	XP_018220829.1		YLR449W
XP_018220830.1; YLR450W; XP_018219995.1; YML075C	XP_018220830.1; XP_018219995.1		YLR450W; YML075C
XP_018220831.1; YLR451W	XP_018220831.1		YLR451W
XP_018220834.1; YLR454W	XP_018220834.1		YLR454W
XP_018220835.1; YLR455W	XP_018220835.1		YLR455W
XP_018220840.1; SPGP0BG00130	XP_018220840.1	SPGP0BG00130	
YPL049C; YPL050C			YPL049C; YPL050C
YHR166C; XP_018221945.1	XP_018221945.1		YHR166C
YHR169W; XP_018221948.1	XP_018221948.1		YHR169W
YHR170W; XP_018221949.1	XP_018221949.1		YHR170W
YHR178W; XP_018221955.1	XP_018221955.1		YHR178W
YHR179W; XP_018221956.1	XP_018221956.1		YHR179W
YHR181W; XP_018221957.1	XP_018221957.1		YHR181W
YHR185C; XP_018221961.1	XP_018221961.1		YHR185C
YHR186C; XP_018221962.1	XP_018221962.1		YHR186C
YHR188C; XP_018221964.1	XP_018221964.1		YHR188C
YHR190W; XP_018221966.1	XP_018221966.1		YHR190W
YHR193C; XP_018221969.1	XP_018221969.1		YHR193C
YHR194W; XP_018221970.1	XP_018221970.1		YHR194W
YHR197W; XP_018221973.1	XP_018221973.1		YHR197W
YHR200W; XP_018221977.1	XP_018221977.1		YHR200W
YHR205W; XP_018221983.1	XP_018221983.1		YHR205W
YHR206W; XP_018221984.1	XP_018221984.1		YHR206W
YHR208W; XP_018221986.1	XP_018221986.1		YHR208W
SPGP0AR00530; SPGP0F02560		SPGP0AR00530; SPGP0F02560	
YPL249C-A; XP_018220241.1; YMR194W	XP_018220241.1		YPL249C-A; YMR194W
YOR344C; XP_018219533.1	XP_018219533.1		YOR344C
YOR346W; XP_018219535.1	XP_018219535.1		YOR346W
YOR347C; XP_018219536.1	XP_018219536.1		YOR347C
YOR348C; XP_018219537.1	XP_018219537.1		YOR348C
YOR353C; XP_018219543.1	XP_018219543.1		YOR353C
YOR355W; XP_018219545.1	XP_018219545.1		YOR355W
YOR356W; XP_018219546.1	XP_018219546.1		YOR356W
YOR357C; XP_018219547.1	XP_018219547.1		YOR357C
YOR359W; XP_018219549.1	XP_018219549.1		YOR359W
YOR360C; XP_018219550.1	XP_018219550.1		YOR360C
YOR361C; XP_018219551.1	XP_018219551.1		YOR361C
YOR367W; XP_018219556.1	XP_018219556.1		YOR367W
YOR342C; XP_018219532.1	XP_018219532.1		YOR342C
YOR341W; XP_018219531.1	XP_018219531.1		YOR341W
YOR340C; XP_018219530.1	XP_018219530.1		YOR340C
YOR337W; XP_018219527.1	XP_018219527.1		YOR337W
YOR335C; SPGP0H03470		SPGP0H03470	YOR335C
YOR330C; XP_018219524.1	XP_018219524.1		YOR330C
YOR328W; XP_018219522.1	XP_018219522.1		YOR328W
YOR327C; XP_018219521.1	XP_018219521.1		YOR327C
YOR322C; XP_018219517.1	XP_018219517.1		YOR322C
YOR321W; XP_018219516.1	XP_018219516.1		YOR321W
YOR311C; XP_018219508.1	XP_018219508.1		YOR311C
YOR310C; XP_018219507.1	XP_018219507.1		YOR310C
YOR307C; XP_018219505.1	XP_018219505.1		YOR307C
YOR306C; XP_018219504.1	XP_018219504.1		YOR306C
YOR304W; XP_018219501.1	XP_018219501.1		YOR304W
YOR302W; SPGP0H03190		SPGP0H03190	YOR302W
YOR296W; XP_018219494.1	XP_018219494.1		YOR296W
YOR294W; XP_018219492.1	XP_018219492.1		YOR294W
YOR293W; XP_018219491.1; YMR230W; XP_018220278.1	XP_018219491.1; XP_018220278.1		YOR293W; YMR230W
YOR283W; XP_018219481.1	XP_018219481.1		YOR283W
YOR281C; XP_018219480.1	XP_018219480.1		YOR281C
YOR280C; XP_018219479.1	XP_018219479.1		YOR280C
YOR276W; XP_018219476.1	XP_018219476.1		YOR276W
YOR273C; XP_018219473.1	XP_018219473.1		YOR273C
YOR272W; XP_018219472.1	XP_018219472.1		YOR272W
YOR271C; XP_018219471.1	XP_018219471.1		YOR271C
YOR270C; XP_018219470.1	XP_018219470.1		YOR270C
YOR267C; XP_018219467.1	XP_018219467.1		YOR267C
YOR264W; XP_018219464.1	XP_018219464.1		YOR264W
YOR262W; XP_018219463.1	XP_018219463.1		YOR262W
YOR261C; XP_018219462.1	XP_018219462.1		YOR261C
YOR260W; XP_018219461.1	XP_018219461.1		YOR260W
YOR259C; XP_018219460.1	XP_018219460.1		YOR259C
YOR257W; XP_018219458.1	XP_018219458.1		YOR257W
YOR255W; XP_018219456.1	XP_018219456.1		YOR255W
YOR254C; XP_018219455.1	XP_018219455.1		YOR254C
YOR244W; XP_018219446.1	XP_018219446.1		YOR244W
YOR241W; XP_018219443.1	XP_018219443.1		YOR241W
YOR236W; XP_018219440.1	XP_018219440.1		YOR236W
YOR231W; XP_018219436.1	XP_018219436.1		YOR231W
YOR229W; XP_018219434.1	XP_018219434.1		YOR229W
YOR228C; XP_018219433.1	XP_018219433.1		YOR228C
YOR227W; XP_018219432.1	XP_018219432.1		YOR227W
YOR222W; XP_018219428.1	XP_018219428.1		YOR222W
YOR221C; XP_018219427.1	XP_018219427.1		YOR221C
YOR219C; SPGP0H02430		SPGP0H02430	YOR219C
YOR217W; XP_018219425.1	XP_018219425.1		YOR217W
YOR215C; XP_018219423.1	XP_018219423.1		YOR215C
YOR212W; XP_018219420.1	XP_018219420.1		YOR212W
YOR211C; XP_018219419.1	XP_018219419.1		YOR211C
YOR209C; XP_018219417.1	XP_018219417.1		YOR209C
YOR207C; XP_018219415.1	XP_018219415.1		YOR207C
YOR198C; XP_018219409.1	XP_018219409.1		YOR198C
YOR191W; XP_018219403.1	XP_018219403.1		YOR191W
YOR190W; XP_018219402.1	XP_018219402.1		YOR190W
YOR188W; SPGP0H02170		SPGP0H02170	YOR188W
YOR187W; XP_018219400.1	XP_018219400.1		YOR187W
YOR181W; XP_018219396.1	XP_018219396.1		YOR181W
YOR180C; XP_018219395.1	XP_018219395.1		YOR180C
YOR178C; XP_018219393.1	XP_018219393.1		YOR178C
YOR175C; XP_018219390.1	XP_018219390.1		YOR175C
YOR171C; XP_018219386.1	XP_018219386.1		YOR171C
YOR168W; XP_018219385.1	XP_018219385.1		YOR168W
YOR165W; XP_018219382.1	XP_018219382.1		YOR165W
YOR164C; XP_018219381.1	XP_018219381.1		YOR164C
YOR162C; XP_018219379.1	XP_018219379.1		YOR162C
